sku;name_th;name;;;description;unit_value;unit;price;manufacturer;category;category2;category3;is_volume_buy
1001000002;มะนาว (เบอร์ 500);Lemon (size 500);;;;1;ลูก;5;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000003;มะนาว (เบอร์ 400);Lemon (size 500);;;;1;ลูก;4;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000004;หัวไชเท้าเบอร์สวย;White Radish (Good grade);;;;1;กก.;65;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000005;แครอทนอก ไซต์ L (3ลูก/กก.);Imported Carrot (Size L);;;;1;กก.;80;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000006;พริกยักษ์เหลืองเกรดเอ ไซต์( 5-6 ลูก/กก.);Yellow Sweet Pepper (Grade A size5-6/kg);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000007;พริกยักษ์เขียวเกรดเอ;Green Sweet Pepper Grade A ;5-6 ลูก;5-6 pc.;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000008;พริกยักษ์แดงเบอร์ A ( 5-6 ลูก/กก.);Red Sweet Pepper (Grade A size 5-6/kg);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000009;ผักกาดแก้ว;Lettuce;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000010;บล็อคโคลี่นอก;Broccoli ;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000011;มะเขือเทศราชินีนอก/เชอรี่;Imported Cherry Tomato; Baby tomato;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000012;เห็ดแชมปิญองสด (1 kg.);Fresh Champagne Mushrooms;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000013;ผักกรีนโอ๊ค;Green Oak;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000014;ผักเรดโอ๊ค;Red Oak;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000015;ผักคอส (Romaine lettuce);Cos;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000016;ผักบัตเตอร์เฮด ;Butterhead;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000017;มะเขือม่วงก้านเขียวใหญ่;Purple Egg Plant (Large);;;;1;กก.;55;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000018;พริกชี้ฟ้าแดง;Red Chilli;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000019;มะกรูด;Lemon Grass;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000020;มะละกอดิบพันธุ์ดำเนิน;Raw Payaya (Damnern);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000021;ข้าวโพดฝักดิบปอกเปลือก (ประมาณ 3 ฝัก/kg.;Raw Corn (no peel) 3pcs/kg;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000022;แตงร้าน;Long Cucumber;;;;1;กก.;65;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000023;แตงกวากลาง;Cucumber (medium);;;;1;กก.;65;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000024;แตงกวาเล็ก;Cucumber (small);;;;1;กก.;60;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000025;ผักบุ้งจีน เกรดเอ;Morning Glory (Grade A);;;;1;กก.;65;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000026;คะน้าต้นกลาง;Chinese Kale (Medium);;;;1;กก.;75;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000027;คะน้าต้นใหญ่;Chinese Kale (Large);;;;1;กก.;80;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000028;คะน้าฮ่องกงเล็ก;Hong Kong Kake ;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000029;ปวยเล้ง นอก;Spinach;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000030;ดอกกะหล่ำขาวนอก;cauliflower;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000031;กะหล่ำม่วง;Purple cauliflower;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000032;ฟักเขียวแก่;winter melon;;;;1;กก.;55;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000033;ฟักเขียวอ่อน;Baby Winter Melon;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000034;ฟักทองไซต์ (3-3.5 กก./ลูก);Pumpkin (size 3.3.5kg/pax);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000035;ฟักทองลูกใหญ่ไซต์ ( 5-6 กก./ลูก);Pumpkin (large size 5-6 kg/pax);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000036;ฟักทองญี่ปุ่น (2-2.5 กก./ลูก);Japanese Pumpkin (2-2.5 kg/pax);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000037;ผักกาดขาวตัดเเต่ง;Trimmed Chinese Cabbage;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000038;ผักกาดหางหงษ์;Chinese Cabbage Michilli;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000039;ผักขมจีน;Chinese Spinach;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000040;ผักโขมไทย (ป๊อบอาย);Amaranth (Thai);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000041;ผักโขมก้อนกลมแช่แข็ง (1 kg./แพ็ค );Rounded Frozen spinach (1kg/pax);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000042;มะเขือยาว;Long Egg Plant (Thai);;;;1;กก.;55;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000043;มะเขือเปราะ เกรดมาตรฐาน;Thai Egg Plant (standard grade);;;;1;กก.;75;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000044;มะเขือพวง;Turkey Berry (Wild Eggplant);;;;1;กก.;95;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000045;ข้าวโพดอ่อนเปลือย;Baby Corn;;;;1;กก.;90;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000046;ถั่วลันเตาหวานนอก;Imported Sweet Peas;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000047;ถั่วลันเตาเม็ด แช่แข็ง;Frozen Sweet Peas Seeds);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000048;ถั่วลันเตาเล็ก;Sweet Pea (Small);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000049;หน่อไม้ฝรั่งไซต์ (ใหญ่);Asparagus (Large);;;;1;กก.;200;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000050;หน่อไม้ฝรั่งไซต์ B (กลาง);Asparagus (Medium);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000051;มะระจีน;Bitter Gourd;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000052;ถั่วฝักยาวด้วง;Beetle Bean;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000053;ถั่วฝักยาวเส้น;Yard Long Bean;;;;1;กก.;75;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000054;ผักกาดหอม;Chinese lettuce;;;;1;กก.;110;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000055;ผักโสภณ;Chinese Mustard Green;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000056;ผักกระเฉด (ไม่เด็ด) (5 กก./ถุง);Water Minosa(5kg/pax) (whole plant);;;;1;ถุง;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000057;พาร์สลีย์ (Parsley);Parsley;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000058;เห็ดชิเมจิดำ (8 แพ็ค/กก.);Shemiji Mushroom (Black)(8pax/kg);;;;1;แพ็ค;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000059;เห็ดหอมสดใหญ่;Fresh Shiitake Mushroom (Large);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000060;เห็ดเข็มทอง (100 กรัม/แพ็ค);Enoki Mushroom ;;;;1;แพ็ค;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000061;เห็ดหูหนูดำสด;Fresh Jew's Ear Mushroom;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000062;มันเทศญี่ปุ่น ไซต์ (6-7 ลูก/กก.);Japanese  Sweet Potato (size 6-7 pcs/kg);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000063;มันเทศญี่ปุ่นไซต์ M;Japanese Sweet Potato size M;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000064;มันเทศ;Sweet Potato;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000065;เผือกดิบไซต์กลาง;Raw Taro (Medium);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000066;รากบัวจีน;Chinese Lotus Root;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000067;พริกขี้หนูเขียวเด็ด;Green Chilii (no stalk);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000068;พริกขี้หนูแดงเด็ดก้าน;Red Chilli (no stalk);;;;1;กก.;130;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000069;พริกชี้ฟ้าเขียว;Green Chilli pepper;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000070;พริกชี้ฟ้าเหลือง;Yellow Chilli pepper;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000071;พริกหนุ่ม;Young Chilli ;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000072;พริกหยวกเขียว;Green Bell Pepper;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000073;พริกไทยอ่อนเบอร์รอง;Tabblet pepper (Grade B);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000074;พริกไทยอ่อนเบอร์สวย;Tabblet pepper (Grade A);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000075;รากผักชี;Coriander root;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000076;ผักชีไทย;Thai Coriader;;;;1;กก.;140;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000077;คึ่นช่ายไทย เกรดมาตรฐาน;Thai Celery (Stardard Grade);;;;1;กก.;130;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000078;ต้นหอมไทย;Thai Sprin Onion;;;;1;กก.;130;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000079;ใบสะระแหน่;Thai Pepper Mint;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000080;ใบโหระพานอก (สวีทเบซิล);Imported Sweet Basil;;;;1;กก.;90;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000081;ใบแมงลัก;Hairy Basil;;;;1;กก.;90;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000082;ใบกระเพรา เกรดมาตรฐาน;Thai Basil (Stardard Grade);;;;1;กก.;90;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000083;ใบมะกรูด;Lime Leaf;;;;1;กก.;110;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000084;ผักชีลาว;Dill;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000085;ผักชีฝรั่ง / ผักชีใบยาว /ผักชีใบเรื่อย;Saw tooth Coriader; Long Coriander;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000086;ต้นหอมไทย;Thai Spring Onion;;;;1;กก.;130;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000087;ต้นกระเทียมนอก;Leek;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000088;ต้นหอมญี่ปุ่นใบสั้น ตัดแต่ง;Japanese Bunching Onion;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000089;ตะไคร้เกษตร (สีขาว);Lemon Grass (Kaset);;;;1;กก.;60;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000090;มะเขือเทศเชอร์รี่พวง;Cherry Tomato;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000091;ดอกกุยช่าย;Chives (Flower);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000092;ใบกุยช่ายขาว;White Garlic Chives (leaf);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000093;ใบกุยช่ายเขียว;Green Garlic Chives (leaf);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000094;ต้นอ่อนทานตะวัน (200 g./แพ็ค);Sunflower Sprout (200g/pax);;;;1;กก.;175;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000095;ไควาเระ (200 กรัม/แพ็ค);Kaiware (200g/pax);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000096;เรดเคอรัล;Red Corral;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000097;บัตเตอร์เฮด;Butter Head;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000098;ฟิลเล่ย์ ไอซ์เบิร์ก;Frillice IceBerg;;;;1;กก.;120;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000099;ยอดมะระหวาน / ยอดฟักซาโยเต้;Chayote;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000100;กระเทียมกลีบเล็ก;Garlic Cloves (Small);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000101;กระเทียมกลีบใหญ่/กระเทียมจีน ไม่แกะเปลือก;Garlic Cloves with Bumpy (Large);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000102;กระเทียมจีนกลีบใหญ่ไม่แกะเปลือก;Chinese Garlics Cloves with Bumpy (Large);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000103;หอมแดงไทย;Thai onion;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000104;ผักบุ้งไทยตัดราก;Thai Morning Glory (cut off roots);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000105;ผักบุ้งส้มตำ;Morning Glory for Sum tum;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000106;ซูกินี Zucchini;Zucchini;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000107;บีทรูท;Beetroot;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000108;โกโบ;Gobo;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000109;เซเลอรี่นอก / คึ่นช่ายฝรั่ง;Importe Celery;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000110;โต้วเหมี่ยว (150 กรัม/แพ็ค);Pea Sprout;;;;1;แพ็ค;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000111;ตำลึง (250 กรัม/กำ);Ivy Gourd (Tum Lueng) 250g/pax;;;;1;กำ;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000112;ชะอม (ไม่เด็ด) (200 กรัม/กำ);Cha-omm (Whole plant 200g/pax);;;;1;กำ;125;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000113;ขิงอ่อน;Baby Ginger;;;;1;กก.;80;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000114;ขิงแก่;Ginger;;;;1;กก.;80;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000115;ขิงซอย;Slice Ginger;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000116;ข่าอ่อน;Baby Galanga;;;; ;กก.;70;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000117;ใบโอบะ (10 ใบ/แพ็ค);Oba Leaves;;;;1;แพ็ค;/;คิงเฟรทฟาร์ม;อาหารสด;ผักสด;;No
1001000118;กล้วยหอมสุก;Cavendish Banana (Ripe);;;;1;กก.;55;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000119;แอปเปิ้ลกาล่า 150;Apple (Gala no 150);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000120;ฝรั่งกิมจู;Kimju Guava;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000121;ส้มสายน้ำผึ้ง เบอร์ 5;Orange honey (Sai nam pueng) No5;;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000122;สับปะรดศรีราชา เนื้อ (1 1.5-1.8 กก./ลูก);Pineapple (Sri ra Cha) (1-1.8 kg/pcs);;;;1;กก.;40;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000123;มะม่วงน้ำดอกไม้สุก;Ripe Mango (Nam Dok Mai);;;;1;กก.;/;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
1001000124;แตงโมแดงจินตหรา(3-3.5 กก./ลูก;Watermelon (Jin-ta-ra) (3-3.5kg/pcs);;;;1;กก.;50;คิงเฟรทฟาร์ม;อาหารสด;ผลไม้;;No
